Date/Time	Year	Month	Day	Time	Data Quality	Temp (Â°C)	Temp Flag	Dew Point Temp (Â°C)	Dew Point Temp Flag	Rel Hum (%)	Rel Hum Flag	Wind Dir (10s deg)	Wind Dir Flag	Wind Spd (km/h)	Wind Spd Flag	Visibility (km)	Visibility Flag	Stn Press (kPa)	Stn Press Flag	Hmdx	Hmdx Flag	Wind Chill	Wind Chill Flag	Weather
12/28/15 15:00	2015	12	28	15:00	 	-3		-3.6		95		28		2				96.18				-4		NA
12/28/15 16:00	2015	12	28	16:00	 	-3.1		-3.3		98		23		3				96.23				-4		NA
12/28/15 17:00	2015	12	28	17:00	 	-3.4		-3.7		98		0		1				96.26				-4		NA
12/28/15 18:00	2015	12	28	18:00	 	-3.5		-3.7		99				0				96.26						NA
12/28/15 19:00	2015	12	28	19:00	 	-4		-4.1		99		9		2				96.28				-5		NA
12/28/15 20:00	2015	12	28	20:00	 	-4.1		-4.3		99		10		2				96.31				-5		NA
12/28/15 21:00	2015	12	28	21:00	 	-4		-4.2		99				0				96.33						NA
12/28/15 22:00	2015	12	28	22:00	 	-4.3		-4.5		99		9		3				96.31				-6		NA
12/28/15 23:00	2015	12	28	23:00																				
12/29/15 0:00	2015	12	29	0:00																				
12/29/15 1:00	2015	12	29	1:00	 	-4.3		-4.5		99		10		4				96.32				-6		NA
12/29/15 2:00	2015	12	29	2:00	 	-4.3		-4.5		98		9		3				96.34				-6		NA
12/29/15 3:00	2015	12	29	3:00	 	-3.9		-4.2		98		10		5				96.35				-6		NA
12/29/15 4:00	2015	12	29	4:00	 	-3.9		-4.1		98		0		1				96.35				-4		NA
12/29/15 5:00	2015	12	29	5:00	 	-4		-4.3		98		12		3				96.33				-5		NA
12/29/15 6:00	2015	12	29	6:00	 	-4		-4.2		99		4		3				96.33				-5		NA
12/29/15 7:00	2015	12	29	7:00	 	-3.8		-4.1		98		12		1				96.34				-4		NA
12/29/15 8:00	2015	12	29	8:00	 	-4.2		-4.4		98				0				96.37						NA
12/29/15 9:00	2015	12	29	9:00	 	-4.1		-4.3		98		11		3				96.41				-5		NA
12/29/15 10:00	2015	12	29	10:00	 	-3.4		-3.9		96		31		2				96.46				-4		NA
12/29/15 11:00	2015	12	29	11:00	 	-2.9		-3.6		95				0				96.46						NA
12/29/15 12:00	2015	12	29	12:00	 	-2.6		-3.7		93				0				96.45						NA
12/29/15 13:00	2015	12	29	13:00	 	-2.7		-3.7		93		9		2				96.44				-3		NA
12/29/15 14:00	2015	12	29	14:00	 	-2.3		-3.4		92		7		1				96.44				-3		NA
12/29/15 15:00	2015	12	29	15:00	 	-2.6		-3.5		93				0				96.48						NA
12/29/15 16:00	2015	12	29	16:00	 	-3.2		-3.8		95		8		1				96.53				-4		NA
12/29/15 17:00	2015	12	29	17:00	 	-3.7		-4.1		97				0				96.57						NA
12/29/15 18:00	2015	12	29	18:00	 	-4		-4.2		98		5		1				96.6				-4		NA
12/29/15 19:00	2015	12	29	19:00	 	-4.3		-4.6		98		6		2				96.62				-5		NA
12/29/15 20:00	2015	12	29	20:00	 	-4.7		-4.9		98		11		3				96.67				-6		NA
12/29/15 21:00	2015	12	29	21:00	 	-4.6		-4.8		99		12		3				96.72				-6		NA
12/29/15 22:00	2015	12	29	22:00	 	-4.2		-4.5		98		24		4				96.77				-6		NA
12/29/15 23:00	2015	12	29	23:00	 	-4.3		-5		95		30		2				96.84				-5		NA
12/30/15 0:00	2015	12	30	0:00	 	-4.6		-5.2		96		14		1				96.88				-5		NA
12/30/15 1:00	2015	12	30	1:00	 	-5		-5.6		96				0				96.93						NA
12/30/15 2:00	2015	12	30	2:00	 	-5.1		-5.6		96		2		1				96.98				-6		NA
12/30/15 3:00	2015	12	30	3:00	 	-4.7		-5.2		96		27		1				97.08				-5		NA
12/30/15 4:00	2015	12	30	4:00	 	-4.9		-5.6		95		25		3				97.09				-6		NA
12/30/15 5:00	2015	12	30	5:00	 	-5.1		-5.7		96		25		4				97.14				-7		NA
12/30/15 6:00	2015	12	30	6:00	 	-5.2		-6		94		28		2				97.17				-6		NA
12/30/15 7:00	2015	12	30	7:00	 	-5.5		-6.2		95		23		5				97.26				-8		NA
12/30/15 8:00	2015	12	30	8:00	 	-5.3		-6.3		93		24		4				97.29				-7		NA
12/30/15 9:00	2015	12	30	9:00	 	-5.3		-6.2		94		30		2				97.39				-6		NA
12/30/15 10:00	2015	12	30	10:00	 	-4.9		-6.7		87		25		3				97.44				-6		NA
12/30/15 11:00	2015	12	30	11:00	 	-4.4		-6.9		83		30		3				97.45				-6		NA
12/30/15 12:00	2015	12	30	12:00	 	-4.5		-6.8		84		27		2				97.47				-5		NA
12/30/15 13:00	2015	12	30	13:00	 	-4.4		-7.6		78		27		4				97.48				-6		NA
12/30/15 14:00	2015	12	30	14:00	 	-4.3		-8.4		73		26		4				97.49				-6		NA
12/30/15 15:00	2015	12	30	15:00	 	-4.8		-8.1		78		23		5				97.55				-7		NA
12/30/15 16:00	2015	12	30	16:00	 	-5		-7.6		82		27		5				97.61				-7		NA
12/30/15 17:00	2015	12	30	17:00	 	-5.5		-7.6		85		26		3				97.65				-7		NA
12/30/15 18:00	2015	12	30	18:00	 	-5.7		-7.5		87		25		3				97.68				-7		NA
12/30/15 19:00	2015	12	30	19:00	 	-5.9		-7.7		87		24		4				97.73				-8		NA
12/30/15 20:00	2015	12	30	20:00	 	-6		-7.9		86		24		4				97.76				-8		NA
12/30/15 21:00	2015	12	30	21:00	 	-6.8		-8.3		89		6		2				97.79				-8		NA
12/30/15 22:00	2015	12	30	22:00	 	-7		-8		93		0		1				97.83				-8		NA
12/30/15 23:00	2015	12	30	23:00	 	-7.3		-8.4		92		11		2				97.88				-8		NA
12/31/15 0:00	2015	12	31	0:00	 	-7.3		-8.2		94		32		2				97.92				-8		NA
12/31/15 1:00	2015	12	31	1:00	 	-7.2		-8.2		93				0				97.95						NA
12/31/15 2:00	2015	12	31	2:00	 	-7.7		-8.6		93		11		4				97.96				-10		NA
12/31/15 3:00	2015	12	31	3:00	 	-7.4		-8.2		94		0		1				98.03				-8		NA
12/31/15 4:00	2015	12	31	4:00	 	-7.4		-8.5		92		9		4				98.05				-9		NA
12/31/15 5:00	2015	12	31	5:00	 	-7.5		-9.1		88		10		8				98.11				-12		NA
12/31/15 6:00	2015	12	31	6:00	 	-7.6		-9.2		88		11		6				98.16				-11		NA
12/31/15 7:00	2015	12	31	7:00	 	-7.5		-9.9		83		13		8				98.19				-12		NA
12/31/15 8:00	2015	12	31	8:00	 	-7.8		-10.8		79		9		8				98.19				-12		NA
12/31/15 9:00	2015	12	31	9:00	 	-7.6		-10.6		79		9		8				98.27				-12		NA
12/31/15 10:00	2015	12	31	10:00	 	-7.6		-10.8		78		7		7				98.29				-11		NA
12/31/15 11:00	2015	12	31	11:00	 	-6.8		-10.5		75		8		7				98.29				-10		NA
12/31/15 12:00	2015	12	31	12:00	 	-6.5		-10.6		72		9		8				98.29				-10		NA
12/31/15 13:00	2015	12	31	13:00	 	-6.2		-10.1		74		9		7				98.27				-10		NA
12/31/15 14:00	2015	12	31	14:00	 	-7.4		-11.4		73		7		3				98.24				-9		NA
12/31/15 15:00	2015	12	31	15:00	 	-11.2		-13.2		85		10		5				98.25				-14		NA
12/31/15 16:00	2015	12	31	16:00	 	-11.7		-13		90		9		5				98.26				-15		NA
12/31/15 17:00	2015	12	31	17:00	 	-12.9		-13.9		92		9		6				98.29				-17		NA
12/31/15 18:00	2015	12	31	18:00	 	-12		-13.8		86		11		12				98.26				-18		NA
12/31/15 19:00	2015	12	31	19:00	 	-12.1		-13.8		87		11		12				98.25				-18		NA
12/31/15 20:00	2015	12	31	20:00	 	-12.4		-14.3		86		10		14				98.25				-19		NA
12/31/15 21:00	2015	12	31	21:00	 	-12.9		-14.7		86		11		15				98.25				-20		NA
12/31/15 22:00	2015	12	31	22:00	 	-13.4		-15.2		86		11		15				98.24				-21		NA
12/31/15 23:00	2015	12	31	23:00	 	-13.7		-15.4		87		10		20				98.24				-23		NA
